Region,Date,New Cases,Estimated Effective R,95% CI Low,95% CI High
San Francisco,2/2/20,2,NA,NA,NA
San Francisco,2/3/20,0,NA,NA,NA
San Francisco,2/4/20,0,NA,NA,NA
San Francisco,2/5/20,0,NA,NA,NA
San Francisco,2/6/20,0,NA,NA,NA
San Francisco,2/7/20,0,NA,NA,NA
San Francisco,2/8/20,0,NA,NA,NA
San Francisco,2/9/20,0,NA,NA,NA
San Francisco,2/10/20,0,NA,NA,NA
San Francisco,2/11/20,0,NA,NA,NA
San Francisco,2/12/20,0,NA,NA,NA
San Francisco,2/13/20,0,NA,NA,NA
San Francisco,2/14/20,0,NA,NA,NA
San Francisco,2/15/20,0,NA,NA,NA
San Francisco,2/16/20,0,NA,NA,NA
San Francisco,2/17/20,0,NA,NA,NA
San Francisco,2/18/20,0,NA,NA,NA
San Francisco,2/19/20,0,NA,NA,NA
San Francisco,2/20/20,0,NA,NA,NA
San Francisco,2/21/20,0,NA,NA,NA
San Francisco,2/22/20,0,NA,NA,NA
San Francisco,2/23/20,0,NA,NA,NA
San Francisco,2/24/20,1,NA,NA,NA
San Francisco,2/25/20,0,NA,NA,NA
San Francisco,2/26/20,0,NA,NA,NA
San Francisco,2/27/20,0,NA,NA,NA
San Francisco,2/28/20,0,NA,NA,NA
San Francisco,2/29/20,0,NA,NA,NA
San Francisco,3/1/20,0,NA,NA,NA
San Francisco,3/2/20,0,NA,NA,NA
San Francisco,3/3/20,0,NA,NA,NA
San Francisco,3/4/20,0,NA,NA,NA
San Francisco,3/5/20,2,NA,NA,NA
San Francisco,3/6/20,0,NA,NA,NA
San Francisco,3/7/20,6,NA,NA,NA
San Francisco,3/8/20,0,NA,NA,NA
San Francisco,3/9/20,5,1.065808095,0.157813746,1.973802444
San Francisco,3/10/20,1,1.105296335,-0.96095336,3.171546031
San Francisco,3/11/20,0,NA,NA,NA
San Francisco,3/12/20,4,1.184593786,0.116089115,2.253098458
San Francisco,3/13/20,5,1.223866462,0.252804441,2.194928483
San Francisco,3/14/20,5,1.262331631,0.276424279,2.248238984
San Francisco,3/15/20,6,1.299368782,0.386484631,2.212252932
San Francisco,3/16/20,6,1.334145686,0.409320165,2.258971206
San Francisco,3/17/20,3,1.365636849,0.042620266,2.688653431
San Francisco,3/18/20,5,1.392733874,0.357958993,2.427508754
San Francisco,3/19/20,22,1.414382373,0.917309682,1.911455064
San Francisco,3/20/20,6,1.429677611,0.472806311,2.38654891
San Francisco,3/21/20,5,1.437959628,0.386794707,2.48912455
San Francisco,3/22/20,27,1.438944475,0.986459584,1.891429365
San Francisco,3/23/20,23,1.432859382,0.943654331,1.922064433
San Francisco,3/24/20,18,1.420508233,0.869911102,1.971105365
San Francisco,3/25/20,29,1.403217071,0.972083942,1.8343502
San Francisco,3/26/20,45,1.382694453,1.039130924,1.726257983
San Francisco,3/27/20,56,1.360771994,1.055243239,1.666300749
San Francisco,3/28/20,26,1.339067755,0.894261324,1.783874186
San Francisco,3/29/20,35,1.318724082,0.938270574,1.699177591
San Francisco,3/30/20,31,1.300302834,0.898880812,1.701724857
San Francisco,3/31/20,26,1.283853007,0.848310112,1.719395903
San Francisco,4/1/20,37,1.269030093,0.906040227,1.632019959
San Francisco,4/2/20,13,1.25523551,0.646190506,1.864280514
San Francisco,4/3/20,50,1.241736099,0.932857983,1.550614215
San Francisco,4/4/20,29,1.227762503,0.824474682,1.631050324
San Francisco,4/5/20,42,1.212606847,0.879569826,1.545643868
San Francisco,4/6/20,15,1.195726396,0.642339686,1.749113106
San Francisco,4/7/20,36,1.176890333,0.822503483,1.531277184
San Francisco,4/8/20,57,1.156292073,0.877127393,1.435456753
San Francisco,4/9/20,48,1.134543726,0.833203011,1.43588444
San Francisco,4/10/20,73,1.112543912,0.87056999,1.354517833
San Francisco,4/11/20,60,1.091246236,0.826907828,1.355584644
San Francisco,4/12/20,15,1.071453895,0.547590508,1.595317282
San Francisco,4/13/20,85,1.053688465,0.835452988,1.271923943
San Francisco,4/14/20,30,1.038159134,0.673529974,1.402788294
San Francisco,4/15/20,26,1.024822315,0.635670643,1.413973986
San Francisco,4/16/20,6,1.013498926,0.207900527,1.819097325
San Francisco,4/17/20,39,1.004049902,0.689543677,1.318556128
San Francisco,4/18/20,79,0.996465443,0.776323563,1.216607323
San Francisco,4/19/20,20,0.990821081,0.554537778,1.427104385
San Francisco,4/20/20,59,0.987164992,0.73361985,1.240710134
San Francisco,4/21/20,15,0.985437759,0.483031091,1.487844426
San Francisco,4/22/20,2,0.985489061,-0.390442445,2.361420566
San Francisco,4/23/20,69,0.987143605,0.752693528,1.221593681
San Francisco,4/24/20,38,0.99021011,0.673796819,1.306623401
San Francisco,4/25/20,14,0.994417805,0.472020914,1.516814696
San Francisco,4/26/20,54,0.999322787,0.73267809,1.265967485
San Francisco,4/27/20,16,1.004261431,0.513198597,1.495324265
San Francisco,4/28/20,44,1.008372162,0.711646505,1.305097818
San Francisco,4/29/20,19,1.010691349,0.558625019,1.462757679
San Francisco,4/30/20,12,1.010346101,0.441604942,1.579087261
San Francisco,5/1/20,24,1.0067877,0.60533352,1.40824188
San Francisco,5/2/20,26,1.000016178,0.615607178,1.384425179
San Francisco,5/3/20,80,0.990631487,0.772512868,1.208750105
San Francisco,5/4/20,60,0.979694809,0.729224343,1.230165275
San Francisco,5/5/20,68,0.968453239,0.734528507,1.20237797
San Francisco,5/6/20,19,0.958059334,0.517895693,1.398222975
San Francisco,5/7/20,27,0.949449469,0.581870266,1.317028672
San Francisco,5/8/20,50,0.943310485,0.674070406,1.212550564
San Francisco,5/9/20,38,0.940073587,0.631765255,1.248381918
San Francisco,5/10/20,52,0.939848663,0.676324403,1.203372923
San Francisco,5/11/20,11,0.942339967,0.368624074,1.51605586
San Francisco,5/12/20,23,0.946847279,0.549142078,1.34455248
San Francisco,5/13/20,17,0.952377405,0.488437622,1.416317189
San Francisco,5/14/20,10,0.957845013,0.351211163,1.564478864
San Francisco,5/15/20,25,0.962268574,0.57771557,1.346821577
San Francisco,5/16/20,33,0.964933826,0.629759648,1.300108005
San Francisco,5/17/20,32,0.965462677,0.62499668,1.305928674
San Francisco,5/18/20,38,0.963808751,0.651640953,1.27597655
San Francisco,5/19/20,51,0.960247007,0.691282404,1.22921161
San Francisco,5/20/20,3,0.955323204,-0.150810655,2.061457064
San Francisco,5/21/20,13,0.949819121,0.419977949,1.479660294
San Francisco,5/22/20,121,0.944643695,0.771446565,1.117840825
San Francisco,5/23/20,30,0.940592864,0.593504224,1.287681504
San Francisco,5/24/20,17,0.938076478,0.477613835,1.398539122
San Francisco,5/25/20,19,0.937003702,0.501699725,1.37230768
San Francisco,5/26/20,13,0.936925875,0.410691703,1.463160047
San Francisco,5/27/20,9,0.937313089,0.304727554,1.569898623
San Francisco,5/28/20,29,0.937796131,0.585300113,1.290292149
San Francisco,5/29/20,36,0.938253295,0.621800367,1.254706222
San Francisco,5/30/20,59,0.938747911,0.691489901,1.18600592
San Francisco,5/31/20,26,0.939374172,0.566779807,1.311968536
San Francisco,6/1/20,12,0.940139262,0.391469216,1.488809309
San Francisco,6/2/20,17,0.941002473,0.47981303,1.402191917
San Francisco,6/3/20,26,0.941994835,0.568874292,1.315115377
San Francisco,6/4/20,31,0.943325994,0.601374139,1.28527785
San Francisco,6/5/20,54,0.94537995,0.686007181,1.20475272
San Francisco,6/6/20,14,0.94860068,0.438332562,1.458868799
San Francisco,6/7/20,35,0.953379507,0.629844205,1.276914809
San Francisco,6/8/20,32,0.959992987,0.620458996,1.299526978
San Francisco,6/9/20,14,0.968609398,0.452982778,1.484236018
San Francisco,6/10/20,16,0.979338847,0.494350234,1.46432746
San Francisco,6/11/20,31,0.992277698,0.641558267,1.342997129
San Francisco,6/12/20,37,1.007500524,0.684023415,1.330977633
San Francisco,6/13/20,29,1.024974026,0.656441789,1.393506264
San Francisco,6/14/20,22,1.044439576,0.617326038,1.471553114
San Francisco,6/15/20,24,1.065339053,0.652343518,1.478334587
San Francisco,6/16/20,19,1.086830731,0.618012107,1.555649355
San Francisco,6/17/20,11,1.107874911,0.485798734,1.729951088
San Francisco,6/18/20,38,1.127352523,0.789733271,1.464971775
San Francisco,6/19/20,37,1.144226789,0.799527772,1.488925806
San Francisco,6/20/20,1,1.157681261,-0.951317958,3.26668048
San Francisco,6/21/20,0,NA,NA,NA
San Francisco,6/22/20,127,1.173114922,0.984729131,1.361500713
San Francisco,6/23/20,34,1.175727477,0.811230655,1.5402243
San Francisco,6/24/20,30,1.176021662,0.787936181,1.564107142
San Francisco,6/25/20,48,1.175065111,0.86838108,1.481749142
San Francisco,6/26/20,103,1.17397795,0.964715057,1.383240843
San Francisco,6/27/20,68,1.173761668,0.916238822,1.431284515
San Francisco,6/28/20,44,1.175100865,0.854776369,1.495425362
San Francisco,6/29/20,49,1.178225271,0.874281613,1.482168929
San Francisco,6/30/20,42,1.182909001,0.853962213,1.51185579
San Francisco,7/1/20,45,1.18858788,0.870034956,1.507140803
San Francisco,7/2/20,71,1.194500205,0.940266058,1.448734352
San Francisco,7/3/20,0,NA,NA,NA
San Francisco,7/4/20,62,1.203940295,0.930807964,1.477072625
San Francisco,7/5/20,80,1.206298516,0.965614223,1.446982809
San Francisco,7/6/20,131,1.206683944,1.018567962,1.394799925
San Francisco,7/7/20,28,1.205049052,0.798430239,1.611667866
San Francisco,7/8/20,51,1.201508529,0.900663899,1.502353159
San Francisco,7/9/20,74,1.196355521,0.947138254,1.445572788
San Francisco,7/10/20,171,1.190061165,1.026548882,1.353573448
San Francisco,7/11/20,110,1.183147245,0.979870965,1.386423525
San Francisco,7/12/20,96,1.176000076,0.959064138,1.392936014
San Francisco,7/13/20,68,1.168775109,0.911809914,1.425740304
San Francisco,7/14/20,50,1.161462367,0.862731006,1.460193729
San Francisco,7/15/20,56,1.154064965,0.872690647,1.435439283
San Francisco,7/16/20,164,1.146735492,0.982837675,1.310633309
San Francisco,7/17/20,115,1.13977524,0.944645179,1.334905301
San Francisco,7/18/20,141,1.133496042,0.957758815,1.309233269
San Francisco,7/19/20,86,1.128052479,0.90357211,1.352532849
San Francisco,7/20/20,103,1.123355972,0.918663203,1.328048741
San Francisco,7/21/20,58,1.119098648,0.846839791,1.391357505
San Francisco,7/22/20,96,1.114853125,0.903633395,1.326072856
San Francisco,7/23/20,105,1.110178405,0.908637805,1.311719005
San Francisco,7/24/20,115,1.104688016,0.912586235,1.296789796
San Francisco,7/25/20,108,1.0980658,0.90043134,1.295700259
San Francisco,7/26/20,145,1.09007373,0.920130282,1.260017177
San Francisco,7/27/20,90,1.080584614,0.865816885,1.295352343
San Francisco,7/28/20,43,1.069649885,0.760514915,1.378784855
San Francisco,7/29/20,132,1.057583025,0.882141416,1.233024634
San Francisco,7/30/20,226,1.044960967,0.911682827,1.178239107
San Francisco,7/31/20,152,1.032497326,0.870954974,1.194039678
San Francisco,8/1/20,148,1.020827182,0.858044062,1.183610303
San Francisco,8/2/20,88,1.010338475,0.800320538,1.220356412
San Francisco,8/3/20,105,1.001138184,0.80974933,1.192527038
San Francisco,8/4/20,73,0.99312624,0.7645111,1.221741379
San Francisco,8/5/20,92,0.986103733,0.783180653,1.189026814
San Francisco,8/6/20,147,0.979847346,0.819823588,1.139871103
San Francisco,8/7/20,98,0.974128481,0.778713031,1.16954393
San Francisco,8/8/20,106,0.968683021,0.781312308,1.156053734
San Francisco,8/9/20,116,0.963217001,0.784610597,1.141823405
San Francisco,8/10/20,75,0.957448347,0.735990346,1.178906347
San Francisco,8/11/20,0,NA,NA,NA
San Francisco,8/12/20,211,0.944483002,0.813347121,1.075618882
San Francisco,8/13/20,110,0.937527219,0.756575757,1.118478681
San Francisco,8/14/20,109,0.930683246,0.749568031,1.111798462
San Francisco,8/15/20,104,0.92430839,0.739526407,1.109090373
San Francisco,8/16/20,135,0.918680798,0.756990588,1.080371007
San Francisco,8/17/20,54,0.913963409,0.658965804,1.168961014
San Francisco,8/18/20,81,0.910219396,0.702441542,1.117997249
San Francisco,8/19/20,101,0.907441918,0.721654002,1.093229835
San Francisco,8/20/20,83,0.90558045,0.700844979,1.110315921
San Francisco,8/21/20,91,0.904536152,0.709119901,1.099952403
San Francisco,8/22/20,89,0.904132464,0.70657693,1.101687997
San Francisco,8/23/20,80,0.904106672,0.695737796,1.112475549
San Francisco,8/24/20,65,0.904133687,0.672965708,1.135301667
San Francisco,8/25/20,45,0.903893014,0.626100475,1.181685552
San Francisco,8/26/20,79,0.903168206,0.693593121,1.11274329
San Francisco,8/27/20,89,0.90191375,0.704600101,1.099227399
San Francisco,8/28/20,66,0.900268044,0.671347693,1.129188395
San Francisco,8/29/20,134,0.898490383,0.737990193,1.058990572
San Francisco,8/30/20,79,0.896863884,0.68802007,1.105707699
San Francisco,8/31/20,66,0.89561233,0.667283641,1.123941018
San Francisco,9/1/20,50,0.894870805,0.632649497,1.157092113
San Francisco,9/2/20,73,0.894722003,0.677724022,1.111719985
San Francisco,9/3/20,79,0.895235713,0.686580952,1.103890474
San Francisco,9/4/20,59,0.896479299,0.654868059,1.138090539
San Francisco,9/5/20,84,0.898472277,0.695757532,1.101187022
San Francisco,9/6/20,76,0.90114253,0.687709296,1.114575763
San Francisco,9/7/20,64,0.904289813,0.671300873,1.137278753
San Francisco,9/8/20,0,NA,NA,NA
San Francisco,9/9/20,95,0.91073077,0.7188181,1.102643441
San Francisco,9/10/20,46,0.913359027,0.637166433,1.18955162
San Francisco,9/11/20,68,0.915248494,0.687851265,1.142645723
San Francisco,9/12/20,75,0.916227842,0.699586492,1.132869191
San Francisco,9/13/20,39,0.916182387,0.615762119,1.216602654
San Francisco,9/14/20,76,0.915054956,0.69998099,1.130128923
San Francisco,9/15/20,52,0.912858206,0.653158387,1.172558024
San Francisco,9/16/20,60,0.909678717,0.66833239,1.151025045
San Francisco,9/17/20,79,0.905655128,0.695789746,1.11552051
San Francisco,9/18/20,71,0.900931007,0.680135569,1.121726445
San Francisco,9/19/20,56,0.895598764,0.647721432,1.143476096
San Francisco,9/20/20,49,0.889669936,0.625556072,1.1537838
San Francisco,9/21/20,62,0.883088402,0.649160518,1.117016286
San Francisco,9/22/20,58,0.875786247,0.634927638,1.116644856
San Francisco,9/23/20,36,0.867740464,0.56342598,1.172054947
San Francisco,9/24/20,45,0.859032398,0.588213,1.129851796
San Francisco,9/25/20,92,0.849878536,0.661483932,1.03827314
San Francisco,9/26/20,38,0.840612684,0.549076093,1.132149276
San Francisco,9/27/20,67,0.831627565,0.613245459,1.050009671
San Francisco,9/28/20,52,0.823322848,0.576675418,1.069970279
San Francisco,9/29/20,43,0.816078166,0.546038253,1.086118078
San Francisco,9/30/20,37,0.810252493,0.520178649,1.100326337
San Francisco,10/1/20,57,0.806202258,0.573078582,1.039325934
San Francisco,10/2/20,28,0.804259905,0.472042038,1.136477772
San Francisco,10/3/20,54,0.804700092,0.56540973,1.043990454
San Francisco,10/4/20,61,0.807673734,0.582115513,1.033231956
San Francisco,10/5/20,5,0.813148615,0.022642048,1.603655182
San Francisco,10/6/20,25,0.820919624,0.465709505,1.176129744
San Francisco,10/7/20,28,0.830659867,0.493033107,1.168286628
San Francisco,10/8/20,18,0.842000593,0.418042087,1.2659591
San Francisco,10/9/20,57,0.85455981,0.614545903,1.094573716
San Francisco,10/10/20,12,0.867931359,0.340757202,1.395105516
San Francisco,10/11/20,43,0.88167041,0.600984328,1.162356491
San Francisco,10/12/20,3,0.895339601,-0.175528099,1.9662073
San Francisco,10/13/20,25,0.908602554,0.534904582,1.282300525
San Francisco,10/14/20,21,0.921322515,0.510738903,1.331906128
San Francisco,10/15/20,71,0.933605085,0.708824095,1.158386076
San Francisco,10/16/20,25,0.945729546,0.5644688,1.326990293
San Francisco,10/17/20,32,0.958038498,0.61886177,1.297215226
San Francisco,10/18/20,37,0.970858518,0.653326969,1.288390066
San Francisco,10/19/20,24,0.984455799,0.587445615,1.381465983
San Francisco,10/20/20,36,0.999011724,0.672467697,1.32555575
San Francisco,10/21/20,76,1.014575306,0.78808956,1.241061053
San Francisco,10/22/20,0,NA,NA,NA
San Francisco,10/23/20,19,1.047973601,0.587612675,1.508334527
San Francisco,10/24/20,37,1.06506222,0.732491544,1.397632896
San Francisco,10/25/20,34,1.081881834,0.73222248,1.431541189
San Francisco,10/26/20,49,1.098144045,0.80470102,1.39158707
San Francisco,10/27/20,37,1.113656468,0.773589489,1.453723447
San Francisco,10/28/20,52,1.128289261,0.839556692,1.417021829
San Francisco,10/29/20,36,1.141942362,0.792837807,1.491046917
San Francisco,10/30/20,43,1.154524249,0.833343615,1.475704882
San Francisco,10/31/20,79,1.165922995,0.927800314,1.404045676
San Francisco,11/1/20,55,1.175966646,0.889355602,1.462577689
San Francisco,11/2/20,54,1.184391364,0.894106011,1.474676718
San Francisco,11/3/20,46,1.190878756,0.875503743,1.506253769
San Francisco,11/4/20,45,1.195169491,0.875736729,1.514602253
San Francisco,11/5/20,67,1.197202911,0.93519376,1.459212062
San Francisco,11/6/20,87,1.197199673,0.967271073,1.427128272
San Francisco,11/7/20,107,1.195617288,0.988425264,1.402809311
San Francisco,11/8/20,120,1.193008165,0.997574472,1.388441859
San Francisco,11/9/20,101,1.189844325,0.977102809,1.402585842
San Francisco,11/10/20,58,1.18640954,0.906078802,1.466740277
San Francisco,11/11/20,71,1.182816345,0.929830335,1.435802354
San Francisco,11/12/20,98,1.179111756,0.96411535,1.394108161
San Francisco,11/13/20,96,1.175379505,0.958499251,1.392259759
San Francisco,11/14/20,112,1.171774924,0.971291014,1.372258834
San Francisco,11/15/20,149,1.168486821,0.994912662,1.342060979
San Francisco,11/16/20,92,1.165668756,0.94504118,1.386296331
San Francisco,11/17/20,90,1.163404319,0.940555661,1.386252977
San Francisco,11/18/20,105,1.161712951,0.955545305,1.367880597
San Francisco,11/19/20,105,1.160593671,0.95452546,1.366661882
San Francisco,11/20/20,194,1.160048052,1.008481807,1.311614297
San Francisco,11/21/20,76,1.160070696,0.91791168,1.402229711
San Francisco,11/22/20,118,1.160655156,0.966264365,1.355045947
San Francisco,11/23/20,97,1.161833563,0.947321823,1.376345304
San Francisco,11/24/20,120,1.163726646,0.97070782,1.356745472
San Francisco,11/25/20,212,1.16654304,1.021148884,1.311937195
San Francisco,11/26/20,179,1.170474995,1.011978908,1.328971082
San Francisco,11/27/20,103,1.175550259,0.966155756,1.384944761
San Francisco,11/28/20,221,1.181512715,1.038199739,1.32482569
San Francisco,11/29/20,73,1.187806688,0.937787669,1.437825707
San Francisco,11/30/20,121,1.193677504,0.999001846,1.388353163
San Francisco,12/1/20,68,1.198354927,0.93816018,1.458549674
San Francisco,12/2/20,158,1.201268283,1.030364641,1.372171924
San Francisco,12/3/20,261,1.202180972,1.069158723,1.335203221
San Francisco,12/4/20,178,1.201207094,1.040195037,1.362219151
San Francisco,12/5/20,263,1.198693346,1.066370303,1.331016388
San Francisco,12/6/20,287,1.195056043,1.068578825,1.321533262
San Francisco,12/7/20,321,1.190619879,1.0712505,1.309989257
San Francisco,12/8/20,113,1.185512308,0.984754503,1.386270113
San Francisco,12/9/20,164,1.179672079,1.01343913,1.345905028
San Francisco,12/10/20,244,1.172934439,1.037040482,1.308828396
San Francisco,12/11/20,317,1.165139813,1.046312175,1.283967451
San Francisco,12/12/20,301,1.156174202,1.034699326,1.277649078
San Francisco,12/13/20,167,1.145983353,0.983619581,1.308347124
San Francisco,12/14/20,273,1.134611213,1.008253805,1.260968621
San Francisco,12/15/20,218,1.122273829,0.981643147,1.262904512
San Francisco,12/16/20,379,1.109418211,1.00337388,1.215462543
San Francisco,12/17/20,341,1.096696993,0.985542739,1.207851247
San Francisco,12/18/20,315,1.084867053,0.969841737,1.199892369
San Francisco,12/19/20,376,1.074637145,0.969852446,1.179421845
San Francisco,12/20/20,328,1.06653016,0.95476387,1.178296451
San Francisco,12/21/20,294,1.06079045,0.943056274,1.178524626
San Francisco,12/22/20,149,1.057370819,0.8922575,1.222484138
San Francisco,12/23/20,146,1.056003856,0.889310599,1.222697112
San Francisco,12/24/20,266,1.056309304,0.932795202,1.179823406
San Francisco,12/25/20,332,1.057872033,0.947232726,1.16851134
San Francisco,12/26/20,300,1.060245563,0.943724441,1.176766685
San Francisco,12/27/20,189,1.062931926,0.915943187,1.209920666
San Francisco,12/28/20,195,1.065397262,0.920519751,1.210274772
San Francisco,12/29/20,212,1.067157574,0.928095351,1.206219797
San Francisco,12/30/20,270,1.067875417,0.944609894,1.191140941
San Francisco,12/31/20,228,1.067396852,0.933287465,1.201506238
San Francisco,1/1/21,516,1.065696546,0.976621514,1.154771578
San Francisco,1/2/21,405,1.062739573,0.96233571,1.163143437
San Francisco,1/3/21,269,1.058345165,0.935402522,1.181287808
San Francisco,1/4/21,174,1.052157121,0.899740852,1.20457339
San Francisco,1/5/21,165,1.043767503,0.887874598,1.199660408
San Francisco,1/6/21,236,1.032927343,0.903255326,1.16259936
San Francisco,1/7/21,435,1.019702882,0.924804091,1.114601673
San Francisco,1/8/21,461,1.004485802,0.912992108,1.095979497
San Francisco,1/9/21,493,0.987854457,0.900115174,1.07559374
San Francisco,1/10/21,330,0.970388114,0.864099132,1.076677096
San Francisco,1/11/21,346,0.95254247,0.849698671,1.055386268
San Francisco,1/12/21,210,0.934636968,0.80387319,1.065400746
San Francisco,1/13/21,267,0.916935064,0.802069193,1.031800935
San Francisco,1/14/21,332,0.899731041,0.79769197,1.001770112
San Francisco,1/15/21,337,0.883386383,0.783030804,0.983741962
San Francisco,1/16/21,374,0.868279821,0.773835214,0.962724428
San Francisco,1/17/21,279,0.854709131,0.746218495,0.963199768
San Francisco,1/18/21,286,0.84280403,0.736397664,0.949210396
San Francisco,1/19/21,182,0.832494886,0.699925039,0.965064732
San Francisco,1/20/21,181,0.823562241,0.691341049,0.955783434
San Francisco,1/21/21,163,0.815740532,0.677072257,0.954408807
San Francisco,1/22/21,136,0.808838407,0.657670583,0.96000623
San Francisco,1/23/21,226,0.802821086,0.685990588,0.919651583
San Francisco,1/24/21,281,0.797814409,0.693365905,0.902262914
San Francisco,1/25/21,251,0.79402955,0.683776781,0.904282319
San Francisco,1/26/21,175,0.791639589,0.659796752,0.923482425
San Francisco,1/27/21,140,0.790680323,0.643363556,0.937997091
San Francisco,1/28/21,208,0.791004768,0.670118337,0.911891198
San Francisco,1/29/21,111,0.792288279,0.626671466,0.957905091
San Francisco,1/30/21,101,0.794072199,0.620252705,0.967891694
San Francisco,1/31/21,133,0.795825368,0.644184087,0.947466649
San Francisco,2/1/21,136,0.797024929,0.646950438,0.947099419
San Francisco,2/2/21,140,0.797221665,0.64928608,0.945157249
San Francisco,2/3/21,85,0.79608865,0.606362858,0.985814442
San Francisco,2/4/21,195,0.793457912,0.668401032,0.918514792
San Francisco,2/5/21,133,0.78933252,0.638297835,0.940367205
San Francisco,2/6/21,113,0.783871382,0.620578933,0.947163832
San Francisco,2/7/21,208,0.777349528,0.657490675,0.897208381
San Francisco,2/8/21,172,0.770110328,0.638915067,0.901305589
San Francisco,2/9/21,70,0.762514714,0.5578724,0.967157028
San Francisco,2/10/21,103,0.754919335,0.587052212,0.922786457
San Francisco,2/11/21,173,0.747676727,0.618767904,0.876585549
San Francisco,2/12/21,121,0.741114465,0.58764717,0.89458176
San Francisco,2/13/21,103,0.735482673,0.569771481,0.901193864
San Francisco,2/14/21,112,0.730892387,0.572468227,0.889316547
San Francisco,2/15/21,83,0.727292595,0.543705767,0.910879423
San Francisco,2/16/21,80,0.724494971,0.537847305,0.911142636
San Francisco,2/17/21,37,0.722239462,0.448195486,0.996283438
San Francisco,2/18/21,67,0.720279264,0.516894116,0.923664411
San Francisco,2/19/21,92,0.718450583,0.545093437,0.891807729
San Francisco,2/20/21,96,0.716688989,0.547176128,0.886201851
San Francisco,2/21/21,74,0.714992778,0.522129763,0.907855792
San Francisco,2/22/21,71,0.713378961,0.516685719,0.910072203
San Francisco,2/23/21,56,0.711865575,0.49059967,0.933131481
San Francisco,2/24/21,47,0.710490538,0.46916882,0.951812257
San Francisco,2/25/21,67,0.709336552,0.507354886,0.911318218
San Francisco,2/26/21,77,0.708532188,0.520200392,0.896863984
San Francisco,2/27/21,75,0.708214598,0.517397999,0.899031197
San Francisco,2/28/21,47,0.708486204,0.46734504,0.949627369
San Francisco,3/1/21,31,0.709407023,0.41222275,1.006591295
San Francisco,3/2/21,27,0.711035648,0.392150678,1.029920618
San Francisco,3/3/21,69,0.713492076,0.513628326,0.913355826
San Francisco,3/4/21,56,0.716975534,0.49451262,0.939438448
San Francisco,3/5/21,37,0.721727508,0.447035652,0.996419364
San Francisco,3/6/21,46,0.727979251,0.480465437,0.975493066
San Francisco,3/7/21,34,0.735914926,0.446318127,1.025511724
San Francisco,3/8/21,34,0.745666564,0.454014811,1.037318317
San Francisco,3/9/21,40,0.757319913,0.486193798,1.028446027
San Francisco,3/10/21,20,0.770918311,0.383765899,1.158070723
San Francisco,3/11/21,34,0.786457579,0.486370363,1.086544795
San Francisco,3/12/21,34,0.803864486,0.500230851,1.107498122
San Francisco,3/13/21,36,0.822952009,0.524121455,1.121782564
San Francisco,3/14/21,26,0.843373816,0.486999781,1.199747851
San Francisco,3/15/21,26,0.8646119,0.503344441,1.225879359
San Francisco,3/16/21,10,0.886024931,0.295100411,1.476949451
San Francisco,3/17/21,13,0.906956164,0.381872593,1.432039734
San Francisco,3/18/21,40,0.926847517,0.623898065,1.229796969
San Francisco,3/19/21,31,0.945313808,0.597013474,1.293614142
San Francisco,3/20/21,32,0.962142024,0.615464488,1.30881956
San Francisco,3/21/21,32,0.977257679,0.626898798,1.32761656
San Francisco,3/22/21,44,0.990688942,0.688953803,1.292424081
San Francisco,3/23/21,28,1.002553205,0.620510918,1.384595493
San Francisco,3/24/21,31,1.013061175,0.646540117,1.379582233
San Francisco,3/25/21,32,1.022531128,0.65830086,1.386761395
San Francisco,3/26/21,51,1.031384911,0.740082059,1.322687763
San Francisco,3/27/21,32,1.040071573,0.668097314,1.412045833
San Francisco,3/28/21,58,1.048947416,0.769500226,1.328394606
San Francisco,3/29/21,42,1.058156796,0.725196877,1.391116714
San Francisco,3/30/21,5,1.067579841,0.075773861,2.059385821
San Francisco,3/31/21,34,1.076905069,0.694715434,1.459094704
San Francisco,4/1/21,22,1.085778127,0.600995928,1.570560326
San Francisco,4/2/21,39,1.093910652,0.722892336,1.464928968
San Francisco,4/3/21,65,1.101108291,0.807395325,1.394821257
San Francisco,4/4/21,37,1.107156741,0.707153313,1.507160168
San Francisco,4/5/21,37,1.111690693,0.700016613,1.523364772
San Francisco,4/6/21,13,1.114185561,0.390792002,1.83757912
San Francisco,4/7/21,34,1.114049852,0.654286003,1.573813701
San Francisco,4/8/21,46,1.110920316,0.700363642,1.52147699
San Francisco,4/9/21,39,1.104864614,0.63856985,1.571159378
San Francisco,4/10/21,59,1.096454463,0.69930238,1.493606545
San Francisco,4/11/21,58,1.086683653,0.6638479,1.509519405
San Francisco,4/12/21,41,1.076723639,0.541625857,1.611821421
San Francisco,4/13/21,26,1.067623753,0.346731594,1.788515912
San Francisco,4/14/21,28,NA,NA,NA
Alameda,3/1/20,1,NA,NA,NA
Alameda,3/2/20,0,NA,NA,NA
Alameda,3/3/20,1,NA,NA,NA
Alameda,3/4/20,0,NA,NA,NA
Alameda,3/5/20,0,NA,NA,NA
Alameda,3/6/20,1,NA,NA,NA
Alameda,3/7/20,0,NA,NA,NA
Alameda,3/8/20,0,NA,NA,NA
Alameda,3/9/20,21,1.074047589,0.629520717,1.518574461
Alameda,3/10/20,1,1.100072362,-0.960632522,3.160777246
Alameda,3/11/20,0,NA,NA,NA
Alameda,3/12/20,4,1.159424842,0.102396704,2.216452981
Alameda,3/13/20,0,NA,NA,NA
